,cycle,b1c0,b1c11,b1c14,b1c15,b1c16,b1c17,b1c18,b1c19,b1c1,b1c20,b1c21,b1c23,b1c24,b1c25,b1c26,b1c27,b1c28,b1c29,b1c2,b1c30,b1c31,b1c32,b1c33,b1c34,b1c35,b1c36,b1c37,b1c38,b1c39,b1c40,b1c41,b1c42,b1c43,b1c44,b1c45,b1c4,b1c5,b1c6,b1c7,b1c9,b2c0,b2c10,b2c11,b2c12,b2c13,b2c14,b2c17,b2c18,b2c19,b2c1,b2c20,b2c21,b2c22,b2c23,b2c24,b2c25,b2c26,b2c27,b2c28,b2c29,b2c2,b2c30,b2c31,b2c32,b2c33,b2c34,b2c35,b2c36,b2c37,b2c38,b2c39,b2c3,b2c40,b2c41,b2c42,b2c43,b2c44,b2c45,b2c46,b2c47,b2c4,b2c5,b2c6,b3c0,b3c10,b3c11,b3c12,b3c13,b3c14,b3c15,b3c16,b3c17,b3c18,b3c19,b3c1,b3c20,b3c21,b3c22,b3c24,b3c25,b3c26,b3c27,b3c28,b3c29,b3c30,b3c31,b3c33,b3c34,b3c35,b3c36,b3c3,b3c40,b3c41,b3c42,b3c43,b3c44,b3c45,b3c4,b3c5,b3c6,b3c7,b3c8,b3c9
1050,1051,1.0366604,,,,,,,,1.0453382,,,,,,,,,,1.0495654,,,,,,,,,,,,,,,,,1.0394183,0.901981,,,0.88205385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89860803,,,,,,1.0214821,1.003714,0.9389782,0.94391561,0.88961107,,,,,,,,,,,,1.0061966,0.9435119,0.90683627,,0.92941868,,,1.0252039,,,1.0340512,,,,1.0359695,,
1051,1052,1.0359209,,,,,,,,1.0454155,,,,,,,,,,1.0493519,,,,,,,,,,,,,,,,,1.0389675,0.90158236,,,0.8809284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89776212,,,,,,1.0214313,1.0034753,0.93827635,0.94332999,0.88857502,,,,,,,,,,,,1.0060496,0.9429732,0.90625489,,0.92857122,,,1.0251555,,,1.0338448,,,,1.0359309,,
1052,1053,1.0362328,,,,,,,,1.044614,,,,,,,,,,1.0493841,,,,,,,,,,,,,,,,,1.0388967,0.90041667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89701682,,,,,,1.0215231,1.0032141,0.93756384,0.94275779,0.88751596,,,,,,,,,,,,1.0058991,0.94247627,0.90560418,,0.92782545,,,1.0251433,,,1.0338254,,,,1.0358633,,
1053,1054,1.0359837,,,,,,,,1.045059,,,,,,,,,,1.0489053,,,,,,,,,,,,,,,,,1.038995,0.89914054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89624047,,,,,,1.0213829,1.002954,0.93693173,0.94214201,0.88656771,,,,,,,,,,,,1.0056531,0.94195884,0.90498745,,0.92691213,,,1.0248853,,,1.0337827,,,,1.0357914,,
1054,1055,1.0362858,,,,,,,,1.0447,,,,,,,,,,1.048999,,,,,,,,,,,,,,,,,1.0388777,0.89845169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89547229,,,,,,1.0213252,1.0026832,0.93625659,0.94154269,0.88562369,,,,,,,,,,,,1.0054511,0.94139254,0.90433758,,0.92616183,,,1.0249047,,,1.0336642,,,,1.0358168,,
1055,1056,1.036345,,,,,,,,1.0440193,,,,,,,,,,1.0489498,,,,,,,,,,,,,,,,,1.0385547,0.89745313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89472824,,,,,,1.0212216,1.0024408,0.93562508,0.94097376,0.88467592,,,,,,,,,,,,1.0052942,0.94087219,0.90366858,,0.92538923,,,1.0247577,,,1.0336862,,,,1.0357331,,
1056,1057,1.0361643,,,,,,,,1.0446064,,,,,,,,,,1.0490153,,,,,,,,,,,,,,,,,1.0384703,0.89625603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89392889,,,,,,1.0212049,1.0021434,0.93492407,0.94031173,0.88366979,,,,,,,,,,,,1.0051858,0.9402315,0.90302825,,0.92461944,,,1.0246325,,,1.0336311,,,,1.0356976,,
1057,1058,1.0363282,,,,,,,,1.0450308,,,,,,,,,,1.0487008,,,,,,,,,,,,,,,,,1.0383179,0.89495951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89312869,,,,,,1.0210761,1.0018507,0.93427354,0.93975466,0.88269728,,,,,,,,,,,,1.0049964,0.93965828,0.9024139,,0.92383409,,,1.0245939,,,1.0334725,,,,1.0356544,,
1058,1059,1.0353702,,,,,,,,1.0444827,,,,,,,,,,1.0492861,,,,,,,,,,,,,,,,,1.0387458,0.89376909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8924917,,,,,,1.0210655,1.0015901,0.93364,0.93914211,0.88175124,,,,,,,,,,,,1.0048577,0.93918908,0.90179145,,0.92314476,,,1.0245624,,,1.0333925,,,,1.0355363,,
1059,1060,1.0361522,,,,,,,,1.0446135,,,,,,,,,,1.0493648,,,,,,,,,,,,,,,,,1.0385193,0.89334261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89163989,,,,,,1.0210375,1.0013481,0.9330039,0.9385398,0.88104802,,,,,,,,,,,,1.0046304,0.93861961,0.90108222,,0.92225248,,,1.024487,,,1.0332794,,,,1.0355477,,
1060,1061,1.0350221,,,,,,,,1.0443954,,,,,,,,,,1.0484905,,,,,,,,,,,,,,,,,1.0381808,0.89201611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89093977,,,,,,1.0209423,1.0010689,0.93229604,0.93794078,0.8802734,,,,,,,,,,,,1.0044472,0.93808895,0.90042573,,0.92136449,,,1.0244018,,,1.0333035,,,,1.0354645,,
1061,1062,1.0354484,,,,,,,,1.0444427,,,,,,,,,,1.0488908,,,,,,,,,,,,,,,,,1.0385536,0.89061004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89018565,,,,,,1.0209162,1.0007805,0.93169296,0.93733144,,,,,,,,,,,,,1.0043017,0.93755412,0.89965421,,0.92068315,,,1.0243108,,,1.0332075,,,,1.0354406,,
1062,1063,1.035789,,,,,,,,1.0444537,,,,,,,,,,1.0485985,,,,,,,,,,,,,,,,,1.0380427,0.88966733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88950878,,,,,,1.0208703,1.0005248,0.93106359,0.93675852,,,,,,,,,,,,,1.0041996,0.93704003,0.89911872,,0.9197306,,,1.0242352,,,1.0332013,,,,1.0353544,,
1063,1064,1.0352587,,,,,,,,1.0443689,,,,,,,,,,1.0486097,,,,,,,,,,,,,,,,,1.0381609,0.88894862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8887102,,,,,,1.0207993,1.0002403,0.93031633,0.9361074,,,,,,,,,,,,,1.0039427,0.93648374,0.89843357,,0.91894591,,,1.0241274,,,1.0331029,,,,1.0353268,,
1064,1065,1.0355475,,,,,,,,1.0447521,,,,,,,,,,1.0485998,,,,,,,,,,,,,,,,,1.0383432,0.88702184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88797915,,,,,,1.0207201,0.99993855,0.92973661,0.93548214,,,,,,,,,,,,,1.0038013,0.9359327,0.89779127,,0.91810614,,,1.0240356,,,1.0330083,,,,1.035257,,
1065,1066,1.0351868,,,,,,,,1.0443258,,,,,,,,,,1.0481213,,,,,,,,,,,,,,,,,1.0380032,0.88625979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88727701,,,,,,1.0206864,0.99967831,0.9290787,0.93490064,,,,,,,,,,,,,1.0036093,0.93541813,0.89706379,,0.91706121,,,1.0238769,,,1.0329261,,,,1.0352272,,
1066,1067,1.0354266,,,,,,,,1.0445679,,,,,,,,,,1.0479782,,,,,,,,,,,,,,,,,1.0381862,0.8851667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88647747,,,,,,1.0206157,0.99943686,0.92839211,0.93434781,,,,,,,,,,,,,1.0033357,0.93494165,0.89637768,,0.91636229,,,1.0238752,,,1.0329905,,,,1.0351595,,
1067,1068,1.0355663,,,,,,,,1.0444349,,,,,,,,,,1.0485302,,,,,,,,,,,,,,,,,1.0379362,0.8842687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88575304,,,,,,1.0206219,0.99915129,0.9277401,0.93375647,,,,,,,,,,,,,1.0031809,0.93430626,0.89576143,,0.91555226,,,1.0237001,,,1.0329602,,,,1.0350871,,
1068,1069,1.0350105,,,,,,,,1.0443171,,,,,,,,,,1.0485539,,,,,,,,,,,,,,,,,1.0373862,0.88300478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88501668,,,,,,1.0205585,0.99881852,0.92705899,0.93325305,,,,,,,,,,,,,1.0030131,0.93386197,0.8950839,,0.91467321,,,1.0236495,,,1.0327841,,,,1.0350494,,
1069,1070,1.0355738,,,,,,,,1.0436645,,,,,,,,,,1.0486532,,,,,,,,,,,,,,,,,1.0378017,0.88211918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88433409,,,,,,1.020463,0.99858594,0.92647505,0.93253851,,,,,,,,,,,,,1.0028584,0.93326128,0.89439833,,0.91380697,,,1.0235803,,,1.0328329,,,,1.0349766,,
1070,1071,1.0350094,,,,,,,,1.0434943,,,,,,,,,,1.0481703,,,,,,,,,,,,,,,,,1.0371151,0.88118136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88365775,,,,,,1.0205126,0.9982453,0.92575324,0.93194079,,,,,,,,,,,,,1.0026773,0.93274796,0.89373982,,0.91307718,,,1.0236039,,,1.0327544,,,,1.0349519,,
1071,1072,1.0350746,,,,,,,,1.0442415,,,,,,,,,,1.0480424,,,,,,,,,,,,,,,,,1.0370883,0.88053626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88290197,,,,,,1.0203351,0.99790603,0.92391682,0.93133175,,,,,,,,,,,,,1.0024942,0.93219554,0.89306664,,0.91224027,,,1.0234561,,,1.0327426,,,,1.0349132,,
1072,1073,1.0354928,,,,,,,,1.0442716,,,,,,,,,,1.0476408,,,,,,,,,,,,,,,,,1.0376858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88225996,,,,,,1.0202184,0.99762076,0.92444527,0.93072426,,,,,,,,,,,,,1.0022541,0.9316867,0.89234543,,0.91140556,,,1.0233371,,,1.0325963,,,,1.0348835,,
1073,1074,1.0352503,,,,,,,,1.0432632,,,,,,,,,,1.047938,,,,,,,,,,,,,,,,,1.0373898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88169599,,,,,,1.0201846,0.99732405,0.92383003,0.93010926,,,,,,,,,,,,,1.0020732,0.93118274,0.8916676,,0.9105556,,,1.0233258,,,1.032528,,,,1.0347862,,
1074,1075,1.0349736,,,,,,,,1.0435767,,,,,,,,,,1.0480784,,,,,,,,,,,,,,,,,1.0370542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88114816,,,,,,1.0200652,0.99702358,0.92320621,0.92955929,,,,,,,,,,,,,1.0018848,0.93060941,0.89100391,,0.90983868,,,1.0231998,,,1.03231,,,,1.0347228,,
1075,1076,1.0339726,,,,,,,,1.0436925,,,,,,,,,,1.0484825,,,,,,,,,,,,,,,,,1.0368046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88064086,,,,,,1.0200969,0.99673045,0.92256373,0.92896622,,,,,,,,,,,,,1.0017138,0.93012273,0.89035028,,0.90905106,,,1.0231227,,,1.0322857,,,,1.0347017,,
1076,1077,1.0346072,,,,,,,,1.043716,,,,,,,,,,1.0478498,,,,,,,,,,,,,,,,,1.0373628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0200632,0.99645782,0.92190278,0.92834848,,,,,,,,,,,,,1.001448,0.92956579,0.88961893,,0.90817487,,,1.0230873,,,1.0323238,,,,1.0346198,,
1077,1078,1.0343043,,,,,,,,1.0442669,,,,,,,,,,1.0484402,,,,,,,,,,,,,,,,,1.0366641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0199782,0.99611568,0.92129815,0.92773229,,,,,,,,,,,,,1.0013329,0.9290508,0.88905621,,0.9074443,,,1.0229911,,,1.0321227,,,,1.0345963,,
1078,1079,1.0348344,,,,,,,,1.0438139,,,,,,,,,,1.0481428,,,,,,,,,,,,,,,,,1.0369161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0198328,0.99579203,0.92064989,0.92710996,,,,,,,,,,,,,1.0010885,0.92847675,0.88829958,,0.90676302,,,1.0229124,,,1.0321229,,,,1.0345831,,
1079,1080,1.0343126,,,,,,,,1.0435671,,,,,,,,,,1.0477978,,,,,,,,,,,,,,,,,1.0368211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0197493,0.99549365,0.91998267,0.92649609,,,,,,,,,,,,,1.000885,0.9279176,0.88760376,,0.90596223,,,1.022723,,,1.0321047,,,,1.0344913,,
1080,1081,1.0341735,,,,,,,,1.0437907,,,,,,,,,,1.0480906,,,,,,,,,,,,,,,,,1.036755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0196986,0.99511003,0.91933733,0.92596185,,,,,,,,,,,,,1.0006547,0.92740941,0.88686812,,0.90516442,,,1.0225548,,,1.0319422,,,,1.0344201,,
1081,1082,1.0342455,,,,,,,,1.0429614,,,,,,,,,,1.047816,,,,,,,,,,,,,,,,,1.0364231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0197361,0.99476981,0.91868585,0.92533904,,,,,,,,,,,,,1.0004177,0.92684537,0.88621169,,0.90435529,,,1.0223846,,,1.0320303,,,,1.0343909,,
1082,1083,1.0344391,,,,,,,,1.0433794,,,,,,,,,,1.047765,,,,,,,,,,,,,,,,,1.0367434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01967,0.99447179,0.91807336,0.92472404,,,,,,,,,,,,,1.0002463,0.9262678,0.88559628,,0.90361667,,,1.0223131,,,1.0318639,,,,1.0343469,,
1083,1084,1.0346417,,,,,,,,1.0431895,,,,,,,,,,1.0474746,,,,,,,,,,,,,,,,,1.0366935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0195938,0.99415338,0.91742808,0.92416346,,,,,,,,,,,,,1.0000204,0.92576665,0.8848902,,0.90272629,,,1.0221554,,,1.0318464,,,,1.0342737,,
1084,1085,1.0343548,,,,,,,,1.0430939,,,,,,,,,,1.0476153,,,,,,,,,,,,,,,,,1.0361474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0195725,0.99381143,0.9167549,0.923531,,,,,,,,,,,,,0.99976778,0.92518133,0.88419116,,0.90195692,,,1.0220921,,,1.0317962,,,,1.0341896,,
1085,1086,1.0341082,,,,,,,,1.0432097,,,,,,,,,,1.0474707,,,,,,,,,,,,,,,,,1.0361273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0194539,0.99345422,0.91613042,0.92293692,,,,,,,,,,,,,0.99951267,0.92475241,0.88348591,,0.90120709,,,1.0220468,,,1.0318018,,,,1.0341271,,
1086,1087,1.0344795,,,,,,,,1.0428953,,,,,,,,,,1.0480086,,,,,,,,,,,,,,,,,1.0356904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0193695,0.99303639,0.91546011,0.92231447,,,,,,,,,,,,,0.99933267,0.92413676,0.88279313,,0.90035021,,,1.0219305,,,1.0316353,,,,1.034113,,
1087,1088,1.0339144,,,,,,,,1.0428172,,,,,,,,,,1.0474803,,,,,,,,,,,,,,,,,1.035978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0193952,0.9927122,0.91481799,0.92176872,,,,,,,,,,,,,0.99912113,0.92366993,0.88207376,,0.89966512,,,1.021789,,,1.0315194,,,,1.0340189,,
1088,1089,1.0337666,,,,,,,,1.0431532,,,,,,,,,,1.0467182,,,,,,,,,,,,,,,,,1.0361421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0193383,0.99232864,0.91421807,0.92114145,,,,,,,,,,,,,0.99887061,0.92299241,0.88138103,,0.89888871,,,1.0217537,,,1.0314288,,,,1.0339504,,
1089,1090,1.0336525,,,,,,,,1.0431564,,,,,,,,,,1.0474758,,,,,,,,,,,,,,,,,1.0362995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0192674,0.99194288,0.91357338,0.92055362,,,,,,,,,,,,,0.99864215,0.92249471,0.88075078,,0.89805812,,,1.0216172,,,1.031351,,,,1.0339183,,
1090,1091,1.0340583,,,,,,,,1.0424492,,,,,,,,,,1.0475316,,,,,,,,,,,,,,,,,1.0361806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01922,0.99155164,0.91288203,0.9200055,,,,,,,,,,,,,0.9984268,0.92197007,0.88011736,,0.89733428,,,1.0215521,,,1.0312445,,,,1.0338463,,
1091,1092,1.0336003,,,,,,,,1.0432594,,,,,,,,,,1.0473257,,,,,,,,,,,,,,,,,1.0353696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0190382,0.99121147,0.91228807,0.91929489,,,,,,,,,,,,,0.99819499,0.92140013,,,0.89649594,,,1.0214907,,,1.0311996,,,,1.0338417,,
1092,1093,1.0338552,,,,,,,,1.0428022,,,,,,,,,,1.047452,,,,,,,,,,,,,,,,,1.0356654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0190305,0.99083465,0.91165376,0.91867369,,,,,,,,,,,,,0.99790126,0.92083639,,,0.89573252,,,1.0213896,,,1.0311421,,,,1.0337753,,
1093,1094,1.0333117,,,,,,,,1.043056,,,,,,,,,,1.046972,,,,,,,,,,,,,,,,,1.0351582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0190616,0.99050975,0.91104126,0.91811216,,,,,,,,,,,,,0.99762183,0.92033619,,,0.89489073,,,1.0211942,,,1.031113,,,,1.0336609,,
1094,1095,1.0332232,,,,,,,,1.0431089,,,,,,,,,,1.0471132,,,,,,,,,,,,,,,,,1.035771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0189512,0.99010426,0.91041505,0.91749549,,,,,,,,,,,,,0.99739045,0.91977566,,,0.89422417,,,1.0211382,,,1.030931,,,,1.0336419,,
1095,1096,1.033228,,,,,,,,1.0421392,,,,,,,,,,1.0469357,,,,,,,,,,,,,,,,,1.0351753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0188926,0.98971272,0.90973788,0.91684675,,,,,,,,,,,,,0.9971472,0.91920608,,,0.89346176,,,1.0210363,,,1.0308993,,,,1.0335631,,
1096,1097,1.033473,,,,,,,,1.0428299,,,,,,,,,,1.0471499,,,,,,,,,,,,,,,,,1.0349983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0188023,0.98938227,0.90910232,0.91625553,,,,,,,,,,,,,0.99691457,0.918657,,,0.89258909,,,1.0209595,,,1.0308452,,,,1.0335286,,
1097,1098,1.0336952,,,,,,,,1.0423886,,,,,,,,,,1.0470314,,,,,,,,,,,,,,,,,1.0349808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.018681,0.98899961,0.90849984,0.9156763,,,,,,,,,,,,,0.99670732,0.91805786,,,0.89175963,,,1.0208968,,,1.0307746,,,,1.0335034,,
1098,1099,1.0333786,,,,,,,,1.0424987,,,,,,,,,,1.0472028,,,,,,,,,,,,,,,,,1.0351963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0186613,0.98862278,0.90784764,0.91510004,,,,,,,,,,,,,0.99639398,0.91749138,,,0.89103973,,,1.0208225,,,1.0307361,,,,1.0334405,,
1099,1100,1.0328726,,,,,,,,1.0426987,,,,,,,,,,1.0470653,,,,,,,,,,,,,,,,,1.0353411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0184716,0.98816037,0.90719479,0.91448069,,,,,,,,,,,,,0.99609876,0.91687989,,,0.89023548,,,1.0206517,,,1.0305773,,,,1.0333585,,
1100,1101,1.0331459,,,,,,,,1.042474,,,,,,,,,,1.0463949,,,,,,,,,,,,,,,,,1.0348243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.018492,0.98778236,0.90657067,0.91386324,,,,,,,,,,,,,0.99585629,0.91632205,,,0.88952696,,,1.0205644,,,1.0304774,,,,1.0333676,,
1101,1102,1.0332159,,,,,,,,1.0426724,,,,,,,,,,1.0469468,,,,,,,,,,,,,,,,,1.0349615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0172063,0.98739576,0.90595442,0.91332459,,,,,,,,,,,,,0.99554944,0.9158262,,,0.88868839,,,1.0204837,,,1.0304378,,,,1.0332502,,
1102,1103,1.033344,,,,,,,,1.0422804,,,,,,,,,,1.0469853,,,,,,,,,,,,,,,,,1.034863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.018348,0.98694539,0.90531456,0.91261309,,,,,,,,,,,,,0.99521512,0.9152832,,,0.88789427,,,1.0203627,,,1.0302371,,,,1.0332335,,
1103,1104,1.0333016,,,,,,,,1.0421231,,,,,,,,,,1.0464934,,,,,,,,,,,,,,,,,1.0349469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0182813,0.98648101,0.90462387,0.91193873,,,,,,,,,,,,,0.9949072,0.91459769,,,0.88715369,,,1.0203063,,,1.0301739,,,,1.0331582,,
1104,1105,1.0333362,,,,,,,,1.0421754,,,,,,,,,,1.0469933,,,,,,,,,,,,,,,,,1.0346007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0182561,0.98600978,0.90403181,0.91132522,,,,,,,,,,,,,0.99466497,0.91410947,,,0.88640362,,,1.0201721,,,1.0301056,,,,1.0330821,,
1105,1106,1.0334668,,,,,,,,1.0423042,,,,,,,,,,1.0467237,,,,,,,,,,,,,,,,,1.0343206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0181857,0.98560935,0.90341675,0.91071409,,,,,,,,,,,,,0.99440968,0.91348249,,,0.88550532,,,1.0200552,,,1.0302128,,,,1.0330426,,
1106,1107,1.0331815,,,,,,,,1.0428392,,,,,,,,,,1.0466127,,,,,,,,,,,,,,,,,1.0340177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0181744,0.98519242,0.90277052,0.91016656,,,,,,,,,,,,,0.99401283,0.91290534,,,0.88474792,,,1.0199786,,,1.0299959,,,,1.0330428,,
1107,1108,1.0333889,,,,,,,,1.042093,,,,,,,,,,1.0467939,,,,,,,,,,,,,,,,,1.0345092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0181367,0.98478431,0.90218723,0.9094488,,,,,,,,,,,,,0.9936775,0.91233957,,,0.88397181,,,1.0198768,,,1.0299487,,,,1.0329485,,
1108,1109,1.0322922,,,,,,,,1.0424538,,,,,,,,,,1.0462486,,,,,,,,,,,,,,,,,1.0337828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0180539,0.9843486,0.90151316,0.90884763,,,,,,,,,,,,,0.99338102,0.91178292,,,0.88308334,,,1.0197526,,,1.0298482,,,,1.0329072,,
1109,1110,1.0330068,,,,,,,,1.0423312,,,,,,,,,,1.0463605,,,,,,,,,,,,,,,,,1.034508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0178847,0.98391414,0.90091944,0.90816337,,,,,,,,,,,,,0.99303991,0.91111284,,,0.88248438,,,1.0198282,,,1.0298239,,,,1.0328027,,
1110,1111,1.0323262,,,,,,,,1.0419276,,,,,,,,,,1.046263,,,,,,,,,,,,,,,,,1.0342913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0178883,0.98350739,0.90024728,0.90754914,,,,,,,,,,,,,0.99273789,0.91057366,,,0.88176334,,,1.0197127,,,1.0297306,,,,1.0327736,,
1111,1112,1.0328135,,,,,,,,1.04219,,,,,,,,,,1.0463436,,,,,,,,,,,,,,,,,1.0338176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0177712,0.98302865,0.89962411,0.90688092,,,,,,,,,,,,,0.99237078,0.90995377,,,0.8811093,,,1.0195721,,,1.0295815,,,,1.0327148,,
1112,1113,1.0329384,,,,,,,,1.0418977,,,,,,,,,,1.0460666,,,,,,,,,,,,,,,,,1.0335435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0177197,0.98259103,0.89895982,0.90629458,,,,,,,,,,,,,0.99205333,0.90936685,,,0.88058406,,,1.0194843,,,1.0295115,,,,1.0326623,,
1113,1114,1.0318871,,,,,,,,1.0414321,,,,,,,,,,1.045911,,,,,,,,,,,,,,,,,1.0336336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0176584,0.98210108,0.89831865,0.90572721,,,,,,,,,,,,,0.99171293,0.90876603,,,,,,1.0194001,,,1.0295025,,,,1.032618,,
